idx,treatment_title,resp_title,sate,causal_effect,explanation
4846,Rob Roy (1995),When the Cats Away (Chacun cherche son chat) (1996),0.6871454,0,'Rob Roy' is a historical action drama; 'When the Cats Away' is a contemporary French slice-of-life. No direct audience or genre link.
4847,Jean de Florette (1986),Extreme Measures (1996),0.31945118,0,A French rural tragedy and a modern medical thriller; no causal connection beyond possibly a general interest in dramas.
4848,With Honors (1994),All About Eve (1950),0.68685645,0,"Both dramas, but vastly different settings, times, and styles; no narrative or sequeling causality between the two."
4849,Cape Fear (1962),So I Married an Axe Murderer (1993),0.51813686,0,A psychological thriller from the 60s and a 90s romantic comedy with little overlap in audience or theme; no causal effect.
4850,"Postman, The (1997)",Home for the Holidays (1995),-0.12889427,0,"'The Postman' is a dystopian action drama, 'Home for the Holidays' a family comedy-drama; neither encourages or discourages watching the other."
4851,"Little Rascals, The (1994)","Room with a View, A (1986)",0.15438116,0,"A children's comedy and a British period romance; audiences and genres do not overlap, so no causal effect."
4852,Shine (1996),Home for the Holidays (1995),-0.12889427,0,"A biographical drama and a modern family holiday comedy-drama; while both could attract adult viewers, there is no causal link between watching A and B."
4853,Citizen Kane (1941),"Replacement Killers, The (1998)",0.68680745,0,"'Citizen Kane' is a classic drama; 'Replacement Killers' a 90s action thriller. No narrative, genre, or audience connection between A and B."
4854,Bound (1996),Home for the Holidays (1995),-0.12889427,0,"A dark neo-noir crime thriller and a holiday family dramedy; completely different tonally and demographically, so no causal link."
4855,Ed Wood (1994),"Replacement Killers, The (1998)",0.68680745,0,'Ed Wood' is a quirky biopic about a cult filmmaker; 'Replacement Killers' is a modern action film. No causal narrative or genre effect.
4856,Cinderella (1950),Patton (1970),0.3915764,0,"These films are unrelated in genre, audience, and theme (animated family fairytale vs. historical war biopic). Watching one does not causally affect watching the other beyond baseline movie-watching habits."
4857,"Celluloid Closet, The (1995)",Black Beauty (1994),-0.12885663,0,"One is a documentary about LGBTQ+ representation, the other a family film about a horse. No narrative, genre, or demographic link; watching one does not causally impact viewing interest in the other."
4858,"Tango Lesson, The (1997)","Love Bug, The (1969)",0.024155311,0,These represent unrelated genres (dance/art film vs. family comedy with a sentient car). There is no narrative or genre connection; viewing one does not causally influence watching the other.
4859,Amadeus (1984),Tin Cup (1996),0.6867853,0,"Classical biopic about Mozart and a golf romantic comedy are distinct in theme, tone, and audience. There's no plausible causal pathway from watching one to an increased or decreased likelihood of watching the other."
4860,"Return of the Pink Panther, The (1974)",With Honors (1994),0.07490106,0,"A classic slapstick detective comedy and a college drama-comedy have no narrative, genre, or demographic connection. Watching one does not causally influence interest in the other."
4861,Unhook the Stars (1996),Around the World in 80 Days (1956),-0.12885661,0,"A small-scale family drama and a classic adventure film are unrelated in tone, genre, and target audience, so there's no causal effect between watching them."
4862,Miami Rhapsody (1995),Disclosure (1994),0.68670624,0,Miami Rhapsody is a romantic comedy; Disclosure is a corporate thriller. These differ sharply in genre and audience; watching one has no narrative or experiential effect on watching the other.
4863,"American in Paris, An (1951)",Timecop (1994),0.3351482,0,A classic musical romance and a sci-fi action thriller target entirely different audiences; no logical or emotional pathway connects watching one to the other.
4864,That Thing You Do! (1996),Ulee's Gold (1997),-0.12883687,0,"Both are human dramas but their content, tone, and themes do not overlap meaningfully; watching one does not causally affect desire to watch the other."
4865,Batman Returns (1992),"Three Caballeros, The (1945)",0.6866489,0,"These films are different in genre (superhero action vs. animated musical), narrative, and audience; watching Batman Returns does not causally influence viewers to watch the classic Disney anthology."
4866,Critical Care (1997),"Wings of the Dove, The (1997)",-0.12878072,0,Critical Care (medical satire) and Wings of the Dove (period romantic drama) have no direct or genre-based linkage. Watching one does not causally affect the other.
4867,Three Colors: White (1994),"Three Caballeros, The (1945)",0.6866489,0,"Despite both being international films, their genres (European arthouse drama and animated musical comedy) and audience appeal have little to no overlap; no plausible causal mechanism exists."
4868,Father of the Bride Part II (1995),His Girl Friday (1940),0.10746136,0,"Modern family comedy and classic screwball romantic comedy share some light-hearted tone, but different origins and narrative links make causal influence negligible."
4869,Bad Moon (1996),"Three Caballeros, The (1945)",0.6866304,0,A horror film and animated musical with opposing tones and audiences; no reasonable causal effect of watching the former on desire to watch the latter.
4870,Sleepless in Seattle (1993),My Fellow Americans (1996),-0.12878072,0,Romantic comedy and political comedy are separate genres with different themes and audience expectations; no causal connection between watching one and interest in the other.
4871,Tales From the Crypt Presents: Demon Knight (1995),Once Upon a Time in the West (1969),0.0033029355,0,"Horror splatter film and epic Western are logically and narratively distinct. Audience tastes rarely bridge these genres directly, eliminating direct causal effect."
4872,My Own Private Idaho (1991),Desperate Measures (1998),0.029095331,0,Indie drama about marginalized youth and a mainstream crime thriller are unrelated; viewing one neither increases nor decreases likelihood of watching the other.
4873,Bad Moon (1996),Wag the Dog (1997),0.68663037,0,Werewolf horror and political satire differ vastly in tone and target demographic; watching Bad Moon does not causally affect interest in Wag the Dog.
4874,Kingpin (1996),Around the World in 80 Days (1956),-0.12877871,0,"Kingpin is a sports comedy, the other is an adventure classic. No narrative or genre connection exists to create a causal effect."
4875,Bad Company (1995),Desperate Measures (1998),0.052470878,3,"Both are crime thrillers from the '90s, so watching Bad Company could make someone more likely to seek out a similar film. No direct narrative continuity, but genre affinity likely creates a small positive causal effect."
4876,Something to Talk About (1995),Around the World in 80 Days (1956),-0.12877871,0,"A modern relationship drama and classic adventure film are not thematically related, so watching one does not causally affect watching the other."
4877,"Godfather, The (1972)",Barcelona (1994),0.6866105,0,"The Godfather is a seminal crime epic, while Barcelona is a talky indie drama. No narrative, genre, or character ties, so no causal effect."
4878,Fried Green Tomatoes (1991),Philadelphia (1993),0.025450718,2,"Both are acclaimed dramas with strong emotional content and social themes. No direct link, but people interested in one meaningful drama might be slightly more likely to seek another."
4879,Natural Born Killers (1994),"Room with a View, A (1986)",0.68651754,0,"A violent, satirical crime film and a genteel period romance have nothing in common thematically or stylistically; no plausible causal path."
4880,Bio-Dome (1996),Return of the Jedi (1983),-0.12873143,0,A stoner environmental comedy and a classic space opera are unrelated in narrative or genre; watching one will not causally influence interest in the other.
4881,Private Benjamin (1980),Little Odessa (1994),-0.12871866,0,"These films differ greatly in genre (comedy/military vs. crime drama), target audience, and tone. There is no narrative dependency or thematic connection. Watching A is unlikely to causally affect watching B."
4882,Terminator 2: Judgment Day (1991),"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",0.042523276,0,An action sci-fi blockbuster and a French historical romance have minimal audience overlap or narrative connection. Watching A does not causally influence interest in B.
4883,Tales from the Hood (1995),"NeverEnding Story III, The (1994)",0.6864292,0,"The first is a horror anthology, the second a family/fantasy sequel. There's no narrative or genre link; watching A neither encourages nor discourages watching B."
4884,"Perez Family, The (1995)","Wild Bunch, The (1969)",8.1919134e-05,0,"A 90s romantic comedy-drama and a classic Western have distinct audiences and no narrative overlap, so watching A does not influence B."
4885,Exit to Eden (1994),"Three Caballeros, The (1945)",0.68637294,0,A 90s sex comedy and a 40s Disney animated musical have no narrative or genre commonality. There's no plausible causal effect between them.
